test,domain,skill,difficulty,question_text_latex,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,step_1,step_2,step_3,step_4,step_5,step_6
Math,Algebra,Linear equations in one variable,Easy,What is the solution to the equation $7x + 20 = 6$?,,,,,-2,-2,The given equation is $7x + 20 = 6$.,"To start solving for $x$, subtract 20 from both sides: $7x + 20 - 20 = 6 - 20$.",This simplifies to $7x = -14$.,"Next, divide both sides by 7 to isolate $x$: $\frac{7x}{7} = \frac{-14}{7}$.",The solution is $x = -2$.,
Math,Algebra,Linear equations in one variable,Easy,Which of the following equations is equivalent to $5x + 15 = 20$?,$5x = 35$,$x + 3 = 20$,$x + 15 = 4$,$x + 3 = 4$,D,,The original equation is $5x + 15 = 20$. An equivalent equation can be found by performing the same operation on both sides.,"Notice that all terms in the equation ($5x$, $15$, and $20$) are divisible by 5.",Divide both sides of the equation by 5: $\frac{5x + 15}{5} = \frac{20}{5}$.,Distribute the division on the left side: $\frac{5x}{5} + \frac{15}{5} = 4$.,"This simplifies to $x + 3 = 4$, which is one of the options.",
Math,Algebra,Linear equations in one variable,Easy,"If $\frac{3}{4}x = 9$, what is the value of $x$?",,,,,12,12,The given equation is $\frac{3}{4}x = 9$.,"To solve for $x$, we need to isolate it. We can do this by multiplying both sides by the reciprocal of $\frac{3}{4}$.",The reciprocal of $\frac{3}{4}$ is $\frac{4}{3}$.,Multiply both sides by $\frac{4}{3}$: $(\frac{4}{3}) \times (\frac{3}{4}x) = 9 \times (\frac{4}{3})$.,"The left side simplifies to $x$. The right side becomes $\frac{36}{3}$, which simplifies to 12.","So, the solution is $x=12$."
Math,Algebra,Linear equations in one variable,Easy,A pen costs $\$1.50 and a notebook costs $\$3.00. A student buys one notebook and some pens for a total of $\$9.00. How many pens did he buy?,2,3,4,6,C,,Let $p$ be the number of pens the student bought.,The total cost is the cost of the notebook plus the total cost of the pens. This can be written as an equation: $3.00 + 1.50p = 9.00$.,"To find the total cost of the pens, subtract the cost of the notebook from the total cost: $1.50p = 9.00 - 3.00$.",This simplifies to $1.50p = 6.00$.,"To find the number of pens, divide the total cost of the pens by the cost of one pen: $p = \frac{6.00}{1.50}$.",This gives $p = 4$. The student bought 4 pens.
Math,Algebra,Linear equations in one variable,Easy,What value of $x$ is the solution to the equation $1 = 7 - 3x$?,,,,,2,2,The equation is $1 = 7 - 3x$.,"To isolate the term with $x$, first subtract 7 from both sides: $1 - 7 = 7 - 7 - 3x$.",This simplifies to $-6 = -3x$.,"To solve for $x$, divide both sides by -3: $\frac{-6}{-3} = \frac{-3x}{-3}$.",This gives the solution $2 = x$.,
Math,Algebra,Linear equations in one variable,Easy,"If $\frac{y}{2} = 5$, what is the value of $2y - 10$?",0,5,10,15,C,,"First, we must solve the equation $\frac{y}{2} = 5$ for the value of $y$.",Multiply both sides of the equation by 2: $2 \times \frac{y}{2} = 5 \times 2$.,This simplifies to $y = 10$.,"Now, we substitute this value of $y$ into the expression $2y - 10$.",The expression becomes $2(10) - 10$.,"This evaluates to $20 - 10$, which is 10."
Math,Algebra,Linear equations in one variable,Easy,$12a - 10a = a + 3$. What value of $a$ is the solution to this equation?,,,,,3,3,The given equation is $12a - 10a = a + 3$.,"First, combine the like terms on the left side of the equation: $12a - 10a = 2a$.",The equation now becomes $2a = a + 3$.,Subtract $a$ from both sides to gather the variable terms: $2a - a = a - a + 3$.,This simplifies to $a = 3$.,The solution to the equation is $a = 3$.
Math,Algebra,Linear equations in one variable,Easy,What value of $x$ satisfies the equation $x + (-4) = 10$?,$-14$,$6$,$10$,$14$,D,,The given equation is $x + (-4) = 10$.,"Adding a negative number is the same as subtracting the positive number. So, the equation can be rewritten as $x - 4 = 10$.","To solve for $x$, add 4 to both sides of the equation: $x - 4 + 4 = 10 + 4$.",This simplifies to $x=14$.,The value of $x$ that satisfies the equation is 14.,
Math,Algebra,Linear equations in one variable,Easy,What value of $x$ is the solution to the equation $4(x-1) = 2x$?,,,,,2,2,The given equation is $4(x-1) = 2x$.,"First, distribute the 4 on the left side of the equation: $4x - 4 = 2x$.","Next, gather the terms with $x$ on one side. Subtract $2x$ from both sides: $4x - 2x - 4 = 2x - 2x$.",This simplifies to $2x - 4 = 0$.,Add 4 to both sides: $2x = 4$.,"Finally, divide by 2: $x = \frac{4}{2} = 2$."
Math,Algebra,Linear equations in one variable,Easy,The sum of three consecutive integers is 33. What is the smallest integer?,9,10,11,12,B,,"Let the smallest integer be $n$. Since the integers are consecutive, the next two integers are $n+1$ and $n+2$.",The sum of these three integers is 33. We can write this as an equation: $n + (n+1) + (n+2) = 33$.,Combine the like terms on the left side: $3n + 3 = 33$.,"Subtract 3 from both sides: $3n = 33 - 3$, which simplifies to $3n = 30$.",Divide by 3 to find the smallest integer: $n = \frac{30}{3} = 10$.,
Math,Algebra,Linear equations in one variable,Easy,What value of $z$ is the solution to the equation $8z + 15 = 15$?,,,,,0,0,The given equation is $8z + 15 = 15$.,"To isolate the term with the variable $z$, subtract 15 from both sides of the equation: $8z + 15 - 15 = 15 - 15$.",This simplifies to $8z = 0$.,"To solve for $z$, divide both sides by 8: $\frac{8z}{8} = \frac{0}{8}$.","Any number divided into zero is zero. Therefore, $z = 0$.",
Math,Algebra,Linear equations in one variable,Easy,What value of $x$ satisfies the equation $x - \frac{x}{3} = 10$?,5,10,15,30,C,,The given equation is $x - \frac{x}{3} = 10$.,"To combine the terms on the left, we can think of $x$ as $\frac{3x}{3}$. The equation becomes $\frac{3x}{3} - \frac{x}{3} = 10$.","Combine the fractions: $\frac{3x - x}{3} = 10$, which simplifies to $\frac{2x}{3} = 10$.","To solve for $x$, first multiply both sides by 3: $3 \times \frac{2x}{3} = 10 \times 3$.",This gives $2x = 30$.,"Finally, divide both sides by 2: $x = \frac{30}{2} = 15$."
Math,Algebra,Linear equations in one variable,Easy,$5x = 45$. What value of $x$ is the solution to the given equation?,,,,,9,9,The given equation is $5x = 45$.,This is a one-step equation where a variable is multiplied by a coefficient.,"To solve for $x$, we need to divide both sides of the equation by the coefficient, which is 5.",The calculation is $\frac{5x}{5} = \frac{45}{5}$.,This simplifies to $x = 9$.,
Math,Algebra,Linear equations in one variable,Easy,John has twice as much money as Mary. Together they have $\$36. How much money does John have?,$\$12,$\$18,$\$24,$\$27,C,,"Let $m$ be the amount of money Mary has. Since John has twice as much, John has $2m$ dollars.","Together, their money adds up to $\$36. This gives us the equation: $m + 2m = 36$.",Combine the like terms on the left side: $3m = 36$.,"Solve for $m$ by dividing both sides by 3: $m = \frac{36}{3} = 12$. So, Mary has $\$12.",The question asks for how much money John has. John has $2m$ dollars.,Substitute the value of $m$: $2(12) = 24$. John has $\$24.
Math,Algebra,Linear equations in one variable,Easy,What value of $q$ is the solution to the equation $q + 11 = 19$?,,,,,8,8,The given equation is $q + 11 = 19$.,"To solve for $q$, we need to isolate the variable. We can do this by subtracting 11 from both sides of the equation.",The calculation is $q + 11 - 11 = 19 - 11$.,This simplifies to $q = 8$.,The solution is 8.,
Math,Algebra,Linear equations in one variable,Easy,What is the solution to the equation $2x - 7 = 11$?,2,4,9,18,C,,The given equation is $2x - 7 = 11$. This is a two-step equation.,"First, add 7 to both sides to isolate the term with the variable: $2x - 7 + 7 = 11 + 7$.",This simplifies to $2x = 18$.,"Next, divide both sides by 2 to solve for $x$: $\frac{2x}{2} = \frac{18}{2}$.",The solution is $x = 9$.,
Math,Algebra,Linear equations in one variable,Easy,$7x - x + 4 = 28$. What value of $x$ is the solution to the given equation?,,,,,4,4,The given equation is $7x - x + 4 = 28$.,"First, combine the like terms on the left side: $7x - x = 6x$.",The equation simplifies to $6x + 4 = 28$.,"Next, subtract 4 from both sides: $6x + 4 - 4 = 28 - 4$, which simplifies to $6x=24$.","Finally, divide both sides by 6 to solve for $x$: $\frac{6x}{6} = \frac{24}{6}$.",The solution is $x=4$.
Math,Algebra,Linear equations in one variable,Easy,"A video game costs $\$45. This price is $\$12 more than the cost of a board game. What is the cost, in dollars, of the board game?",12,33,45,57,B,,Let $b$ be the cost of the board game.,The problem states that the video game's cost ($\$45$) is $\$12 more than the board game's cost ($b$). This translates to the equation $45 = b + 12$.,"To solve for $b$, we need to isolate it. Subtract 12 from both sides of the equation.",$45 - 12 = b + 12 - 12$.,This simplifies to $33 = b$. The cost of the board game is $\$33$.,
Math,Algebra,Linear equations in one variable,Easy,What value of $n$ is the solution to the equation $7n + 2 = 5n + 10$?,,,,,4,4,"The equation is $7n + 2 = 5n + 10$. To solve, we need to gather variable terms on one side and constants on the other.","First, subtract $5n$ from both sides: $7n - 5n + 2 = 5n - 5n + 10$.",This simplifies to $2n + 2 = 10$.,"Next, subtract 2 from both sides: $2n + 2 - 2 = 10 - 2$.",This simplifies to $2n = 8$.,"Finally, divide by 2: $\frac{2n}{2} = \frac{8}{2}$, which gives $n=4$."
Math,Algebra,Linear equations in one variable,Easy,What is the solution to the equation $\frac{x}{3} - 1 = 4$?,1,9,12,15,D,,The given equation is $\frac{x}{3} - 1 = 4$.,"To isolate the term with $x$, first add 1 to both sides: $\frac{x}{3} - 1 + 1 = 4 + 1$.",This simplifies to $\frac{x}{3} = 5$.,"To solve for $x$, multiply both sides of the equation by 3: $3 \times \frac{x}{3} = 5 \times 3$.",This gives the solution $x = 15$.,
Math,Algebra,Linear equations in one variable,Easy,What value of $y$ is the solution to the equation $3(y + 5) = 30$?,,,,,5,5,The equation is $3(y + 5) = 30$.,"One method is to first divide both sides by the number outside the parentheses, which is 3. $\frac{3(y+5)}{3} = \frac{30}{3}$.",This simplifies the equation to $y + 5 = 10$.,"Now, solve for $y$ by subtracting 5 from both sides: $y + 5 - 5 = 10 - 5$.",The solution is $y=5$.,
Math,Algebra,Linear equations in one variable,Easy,"If $5k = 20$, what is the value of $k+8$?",4,12,25,28,B,,"First, we need to solve the equation $5k=20$ for the value of $k$.",Divide both sides of the equation by 5: $\frac{5k}{5} = \frac{20}{5}$.,This gives $k=4$.,The question asks for the value of the expression $k+8$.,Substitute the value $k=4$ into the expression: $4+8$.,The expression evaluates to 12.
Math,Algebra,Linear equations in one variable,Easy,What value of $x$ is the solution for the equation $-6x = 42$?,,,,,-7,-7,The given equation is $-6x = 42$.,"To solve for $x$, we need to isolate it by dividing both sides of the equation by the coefficient of $x$, which is -6.",Divide both sides by -6: $\frac{-6x}{-6} = \frac{42}{-6}$.,The left side simplifies to $x$.,"The right side simplifies to -7, because a positive number divided by a negative number is negative.",The solution is $x = -7$.
Math,Algebra,Linear equations in one variable,Easy,"The perimeter of a rectangle is 28 inches. If its length is 8 inches, what is its width, in inches?",6,10,12,20,A,,"The formula for the perimeter $P$ of a rectangle is $P = 2l + 2w$, where $l$ is the length and $w$ is the width.",We are given that the perimeter $P = 28$ inches and the length $l = 8$ inches.,Substitute these values into the formula: $28 = 2(8) + 2w$.,Simplify the equation: $28 = 16 + 2w$.,"Subtract 16 from both sides: $28 - 16 = 2w$, which gives $12 = 2w$.",Divide both sides by 2 to find the width: $w = \frac{12}{2} = 6$. The width is 6 inches.
Math,Algebra,Linear equations in one variable,Easy,"If $\frac{1}{2} z = 10$, what is the value of $z$?",,,,,20,20,The given equation is $\frac{1}{2} z = 10$. This can also be written as $\frac{z}{2} = 10$.,"To solve for $z$, we need to undo the division by 2.",Multiply both sides of the equation by 2.,$2 \times \frac{z}{2} = 10 \times 2$.,This simplifies to $z = 20$.,
Math,Algebra,Linear equations in one variable,Easy,Which of the following equations is equivalent to $4x + 8 = 20$?,$4x = 28$,$x + 8 = 5$,$x + 2 = 5$,$4x + 2 = 5$,C,,Two equations are equivalent if they have the same solution or one can be transformed into the other using valid algebraic operations.,The given equation is $4x + 8 = 20$.,"Notice that every term in the equation ($4x$, $8$, and $20$) is divisible by 4.",Let's perform the same operation on both sides. Divide the entire equation by 4: $\frac{4x + 8}{4} = \frac{20}{4}$.,Distribute the division on the left side: $\frac{4x}{4} + \frac{8}{4} = 5$.,This simplifies to the equivalent equation $x + 2 = 5$.
Math,Algebra,Linear equations in one variable,Easy,What is the solution to the equation $12 = 9x - 5x$?,,,,,3,3,The given equation is $12 = 9x - 5x$.,"First, combine the like terms on the right side of the equation: $9x - 5x = 4x$.",The equation simplifies to $12 = 4x$.,"To solve for $x$, divide both sides by 4: $\frac{12}{4} = \frac{4x}{4}$.",This gives the solution $3 = x$.,
Math,Algebra,Linear equations in one variable,Easy,What is the solution to the equation $3x + 13 = 4$?,$-9$,$-3$,$3$,$5.67$,B,,The given equation is $3x + 13 = 4$.,"To begin solving for $x$, subtract 13 from both sides of the equation: $3x + 13 - 13 = 4 - 13$.",This simplifies to $3x = -9$.,"Now, divide both sides by 3 to isolate $x$: $\frac{3x}{3} = \frac{-9}{3}$.",The solution is $x = -3$.,
Math,Algebra,Linear equations in one variable,Easy,"A taxi ride has a flat fee of $\$3.00, plus $\$0.50 per mile. If the total cost was $\$8.00, how many miles was the ride?",,,,,10,10,Let $m$ be the number of miles in the taxi ride.,The total cost is the flat fee plus the cost per mile times the number of miles. This can be modeled by the equation: $3.00 + 0.50m = 8.00$.,"To find the cost of the mileage alone, subtract the flat fee from both sides: $0.50m = 8.00 - 3.00$.",This simplifies to $0.50m = 5.00$.,"To solve for $m$, divide both sides by 0.50: $m = \frac{5.00}{0.50}$.",This gives $m = 10$. The ride was 10 miles.
Math,Algebra,Linear equations in one variable,Easy,What is the value of $p$ in the equation $50 = 100 - 5p$?,$-10$,10,30,50,B,,The equation is $50 = 100 - 5p$.,"To isolate the term with the variable, first subtract 100 from both sides: $50 - 100 = 100 - 100 - 5p$.",This simplifies to $-50 = -5p$.,"To solve for $p$, divide both sides by -5: $\frac{-50}{-5} = \frac{-5p}{-5}$.","Since a negative divided by a negative is a positive, the solution is $10 = p$.",
Math,Algebra,Linear equations in one variable,Easy,What value of $k$ is the solution to the equation $k - 9 = 9$?,,,,,18,18,The given equation is $k - 9 = 9$.,"To solve for $k$, we need to isolate the variable.",Add 9 to both sides of the equation: $k - 9 + 9 = 9 + 9$.,This simplifies to $k = 18$.,The solution is 18.,
Math,Algebra,Linear equations in one variable,Easy,What is the solution to the equation $\frac{x}{3} + 5 = 7$?,2,6,12,36,B,,The given equation is $\frac{x}{3} + 5 = 7$.,"First, subtract 5 from both sides to isolate the term with the variable: $\frac{x}{3} + 5 - 5 = 7 - 5$.",This simplifies to $\frac{x}{3} = 2$.,"To solve for $x$, multiply both sides of the equation by 3: $3 \times \frac{x}{3} = 2 \times 3$.",This gives the solution $x = 6$.,
Math,Algebra,Linear equations in one variable,Easy,The sum of two consecutive even integers is 30. What is the smaller integer?,,,,,14,14,"Let the smaller even integer be $n$. Since the integers are consecutive and even, the next integer is $n+2$.",The sum of these two integers is 30. We can write this as an equation: $n + (n+2) = 30$.,Combine the like terms on the left side: $2n + 2 = 30$.,"Subtract 2 from both sides of the equation: $2n = 30 - 2$, which simplifies to $2n = 28$.",Divide by 2 to find the smaller integer: $n = \frac{28}{2} = 14$.,
