test,domain,skill,difficulty,question_text_latex,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,explanation_latex
Math,Advanced Math,Nonlinear functions,Easy,The function $g$ is defined by $g \left(\right. x \left.\right) = \left|\right. x + 18 \left|\right.$. What is the value of $g \left(4\right)$?,$- 18$,$- 4$,$14$,$22$,D,,"Choice D is correct. The value of $g \left(4\right)$ is the value of $g \left(x\right)$ when $x = 4$. Substituting $4$ for $x$ in the given equation yields $g \left(4\right) = \left|4 + 18\right|$, which is equivalent to $g \left(4\right) = \left|22\right|$, or $g \left(4\right) = 22$. Therefore, the value of $g \left(4\right)$ is $22$. Choice A is incorrect. This would be the value of $g \left(4\right)$ if function $g$ was defined by $g \left(x\right) = - \left|18\right|$, not $g \left(x\right) = \left|x + 18\right|$. Choice B is incorrect. This would be the value of $g \left(4\right)$ if function $g$ was defined by $g \left(x\right) = - \left|x\right|$, not $g \left(x\right) = \left|x + 18\right|$. Choice C is incorrect. This would be the value of $g \left(4\right)$ if function $g$ was defined by $g \left(x\right) = \left|- x + 18\right|$, not $g \left(x\right) = \left|x + 18\right|$."
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f \left(x\right) = 10 x^{2} - 32 x - 152$. What is the value of $f \left(0\right)$?,$- 152$,$- 32$,$0$,$10$,A,,"Choice A is correct. The value of $f \left(0\right)$ is the value of $f \left(x\right)$ when $x = 0$. The function $f$ is defined by $f \left(x\right) = 10 x^{2} - 32 x - 152$. Substituting $0$ for $x$ in this equation yields $f \left(0\right) = 10 \left(0\right)^{2} - 32 \left(0\right) - 152$. This equation can be rewritten as $f \left(0\right) = 10 \left(0\right) - 0 - 152$, or $f \left(0\right) = - 152$. Therefore, the value of $f \left(0\right)$ is $- 152$. Choice B is incorrect and may result from conceptual or calculation errors. Choice C is incorrect and may result from conceptual or calculation errors. Choice D is incorrect and may result from conceptual or calculation errors."
Math,Advanced Math,Nonlinear functions,Hard,"The function h is defined above, where a, b, and c are integer constants. If the zeros of the function are [Math: - 5] 6, and 7, what is the value of c ?",,,,,,,"The correct answer is 210. Since [Math: - 5], 6, and 7 are zeros of the function, the function can be rewritten as [Math: h of x =, open parenthesis, x + 5, close parenthesis, times, open parenthesis, x minus 6, close parenthesis, times, open parenthesis, x minus 7, close parenthesis]. Expanding the function yields [Math: h of x =, x cubed, minus 8, x squared, minus 23 x, + 210]. Thus, [Math: a, = - 8], [Math: b = - 23], and [Math: c = 210]. Therefore, the value of c is 210."
Math,Advanced Math,Equivalent expressions,Hard,"The expression above can be written in the form [Math: a, times y squared, + b], where a and b are constants. What is the value of [Math: a, + b] ?",,,,,,,"The correct answer is 6632. Applying the distributive property to the expression yields [Math: open parenthesis, 7532 + 100 y squared, close parenthesis, +, open parenthesis, 100 y squared, minus 1100, close parenthesis]. Then adding together [Math: 7532 + 100 y squared] and [Math: 100 y squared, minus 1100] and collecting like terms results in [Math: 200 y squared, + 6432]. This is written in the form [Math: a, y squared, + b], where [Math: a, = 200] and [Math: b = 6432]. Therefore [Math: a, + b =, 200 + 6432, which = 6632]."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,What is the solution to the equation above?,0,2,3,5,B,,"Choice B is correct. Since [Math: the fraction with numerator x + 5, and denominator x + 5, end fraction] is equivalent to 1, the right-hand side of the given equation can be rewritten as [Math: the fraction with numerator x + 5, and denominator x + 5, end fraction, minus, the fraction 1 over, x + 5, end fraction], or [Math: the fraction with numerator x + 4, and denominator x + 5, end fraction]. Since the left- and right-hand sides of the equation [Math: the fraction with numerator 2 times, open parenthesis, x + 1, close parenthesis, and denominator x + 5, end fraction, =, the fraction with numerator x + 4, and denominator x + 5, end fraction] have the same denominator, it follows that [Math: 2 times, open parenthesis, x + 1, close parenthesis, = x + 4]. Applying the distributive property of multiplication to the expression [Math: 2 times, open parenthesis, x + 1, close parenthesis] yields [Math: 2 times x, +, 2 times 1], or [Math: 2 x + 2]. Therefore, [Math: 2 x + 2, =, x + 4]. Subtracting x and 2 from both sides of this equation yields [Math: x = 2].Choices A, C, and D are incorrect. If [Math: x = 0], then [Math: the fraction with numerator 2 times, open parenthesis, 0 + 1, close parenthesis, and denominator 0 + 5, end fraction, = 1 minus, the fraction with numerator 1, and denominator 0 + 5, end fraction]. This can be rewritten as [Math: 2 over 5, = 4 over 5], which is a false statement. Therefore, 0 isn’t a solution to the given equation. Substituting 3 and 5 into the given equation yields similarly false statements."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,"$x - 29 = \left(x - a\right) \left(x - 29\right)$ Which of the following are solutions to the given equation, where $a$ is a constant and $a > 30$? $a$ $a + 1$ $29$",I and II only,I and III only,II and III only,"I, II, and III",C,,"Choice C is correct. Subtracting the expression $\left(x - 29\right)$ from both sides of the given equation yields $0 = \left(x - a\right) \left(x - 29\right) - \left(x - 29\right)$, which can be rewritten as $0 = \left(x - a\right) \left(x - 29\right) + \left(- 1\right) \left(x - 29\right)$. Since the two terms on the right-hand side of this equation have a common factor of $\left(x - 29\right)$, it can be rewritten as $0 = \left(x - 29\right) \left(x - a + \left(- 1\right)\right)$, or $0 = \left(x - 29\right) \left(x - a - 1\right)$. Since $x - a - 1$ is equivalent to $x - \left(a + 1\right)$, the equation $0 = \left(x - 29\right) \left(x - a - 1\right)$ can be rewritten as $0 = \left(x - 29\right) \left(x - \left(a + 1\right)\right)$. By the zero product property, it follows that $x - 29 = 0$ or $x - \left(a + 1\right) = 0$. Adding $29$ to both sides of the equation $x - 29 = 0$ yields $x = 29$. Adding $a + 1$ to both sides of the equation $x - \left(a + 1\right) = 0$ yields $x = a + 1$. Therefore, the two solutions to the given equation are $29$ and $a + 1$. Thus, only $a + 1$ and $29$, not $a$, are solutions to the given equation. Choice A is incorrect and may result from conceptual or calculation errors. Choice B is incorrect and may result from conceptual or calculation errors. Choice D is incorrect and may result from conceptual or calculation errors."
Math,Advanced Math,Equivalent expressions,Easy,Which expression is equivalent to $11 x^{3} - 5 x^{3}$?,$16 x^{3}$,$6 x^{3}$,$6 x^{6}$,$16 x^{6}$,B,,"Choice B is correct. The given expression can be rewritten as $11 x^{3} + \left(- 5\right) x^{3}$. Since the two terms of this expression are both constant multiples of $x^{3}$, they are like terms and can, therefore, be combined through addition. Adding like terms in the expression $11 x^{3} + \left(- 5\right) x^{3}$ yields $6 x^{3}$. Choice A is incorrect. This is equivalent to $11 x^{3} + 5 x^{3}$, not $11 x^{3} - 5 x^{3}$. Choice C is incorrect. This is equivalent to $11 x^{6} - 5 x^{6}$, not $11 x^{3} - 5 x^{3}$. Choice D is incorrect. This is equivalent to $11 x^{6} + 5 x^{6}$, not $11 x^{3} - 5 x^{3}$."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,"A solution to the given system of equations is [Math: the ordered pair x , y]. Which of the following is a possible value of xy ?",0,6,12,36,A,,"Choice A is correct. Solutions to the given system of equations are ordered pairs [Math: x , y] that satisfy both equations in the system. Adding the left-hand and right-hand sides of the equations in the system yields [Math: x squared, + y, =, 6 x + - 6 x, + y, + 36], or [Math: x squared, + y, =, y + 36]. Subtracting y from both sides of this equation yields [Math: x squared = 36]. Taking the square root of both sides of this equation yields [Math: x = 6] and [Math: x = - 6]. Therefore, there are two solutions to this system of equations, one with an x-coordinate of 6 and the other with an x-coordinate of [Math: - 6]. Substituting 6 for x in the second equation yields [Math: y =, - 6 times 6, + 36], or [Math: y = 0]; therefore, one solution is [Math: the ordered pair 6 , 0]. Similarly, substituting [Math: - 6] for x in the second equation yields [Math: y =, - 6 times - 6, + 36], or [Math: y = 72]; therefore, the other solution is [Math: the ordered pair - 6 , 72]. It follows then that if [Math: the ordered pair x , y] is a solution to the system, then possible values of [Math: x y] are [Math: 6 times 0, = 0] and [Math: - 6 times 72, = - 432]. Only 0 is among the given choices.Choice B is incorrect. This is the x-coordinate of one of the solutions, [Math: the ordered pair 6 , 0]. Choice C is incorrect and may result from conceptual or computational errors. Choice D is incorrect. This is the square of the x-coordinate of one of the solutions, [Math: the ordered pair 6 , 0]."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,"$p + 34 = q + r$ The given equation relates the variables $p$, $q$, and $r$. Which equation correctly expresses $p$ in terms of $q$ and $r$?",$p = q + r + 34$,$p = q + r - 34$,$p = - q - r + 34$,$p = - q - r - 34$,B,,"Choice B is correct. Subtracting $34$ from each side of the given equation yields $p = q + r - 34$. Thus, the equation $p = q + r - 34$ correctly expresses $p$ in terms of $q$ and $r$. Choice A is incorrect. This equation can be rewritten as $p - 34 = q + r$. Choice C is incorrect. This equation can be rewritten as $p - 34 = - q - r$. Choice D is incorrect. This equation can be rewritten as $p + 34 = - q - r$."
Math,Advanced Math,Equivalent expressions,Medium,Which of the following expressions is equivalent to the expression above?,"[Math: - 10, x cubed, minus 3, x squared, + x, + 3]","[Math: - 2, x cubed, minus 7, x squared, + x, + 3]","[Math: - 2, x cubed, minus 3, x squared, + x, + 3]","[Math: 10, x cubed, minus 7, x squared, minus x, + 3]",B,,"Choice B is correct. Using the distributive property, the given expression can be rewritten as [Math: 4 x cubed, minus 5 x squared, + 3, minus 6 x cubed, minus 2 x squared, + x]. Combining like terms, this expression can be rewritten as [Math: open parenthesis, 4 minus 6, close parenthesis, times x cubed, +, open parenthesis, - 5 minus 2, close parenthesis, times x squared, + x, + 3], which is equivalent to [Math: - 2 x cubed, minus 7 x squared, + x, + 3].Choices A, C, and D are incorrect and may result from an error when applying the distributive property or an error when combining like terms."
Math,Advanced Math,Equivalent expressions,Medium,"If [Math: p =, 3 x, + 4] and [Math: v =, x + 5], which of the following is equivalent to [Math: p v, minus 2 p, + v] ?","[Math: 3 x squared, +, 12 x, + 7]","[Math: 3 x squared, +, 14 x, + 17]","[Math: 3 x squared, +, 19 x, + 20]","[Math: 3 x squared, +, 26 x, + 33]",B,,"Choice B is correct. It’s given that [Math: p =, 3 x + 4] and [Math: v =, x + 5]. Substituting the values for p and v into the expression [Math: p v, minus 2 p, + v] yields [Math: open parenthesis, 3 x + 4, close parenthesis, times, open parenthesis, x + 5, close parenthesis, minus, 2 times, open parenthesis, 3 x + 4, close parenthesis, + x, + 5]. Multiplying the terms [Math: open parenthesis, 3 x + 4, close parenthesis, times, open parenthesis, x + 5, close parenthesis] yields [Math: 3 x squared, + 4 x, + 15 x, + 20]. Using the distributive property to rewrite [Math: - 2 times, open parenthesis, 3 x + 4, close parenthesis] yields [Math: - 6 x minus 8]. Therefore, the entire expression can be represented as [Math: 3 x squared, + 4 x, + 15 x, + 20, minus 6 x, minus 8, + x, + 5]. Combining like terms yields [Math: 3 x squared, + 14 x, + 17].Choice A is incorrect and may result from subtracting, instead of adding, the term [Math: x + 5]. Choice C is incorrect. This is the result of multiplying the terms [Math: open parenthesis, 3 x + 4, close parenthesis, times, open parenthesis, x + 5, close parenthesis]. Choice D is incorrect and may result from distributing 2, instead of [Math: - 2], to the term [Math: 3 x + 4]."
Math,Advanced Math,Equivalent expressions,Hard,"The sum of [Math: - 2 x squared, + x, + 31] and [Math: 3 x squared, + 7 x, minus 8] can be written in the form [Math: a, x squared, + b x, + c], where a, b, and c are constants. What is the value of [Math: a, + b + c] ?",,,,,,,"The correct answer is 32. The sum of the given expressions is [Math: open parenthesis, - 2, x squared, + x, + 31, close parenthesis, +, open parenthesis, 3 x squared, + 7 x, minus 8, close parenthesis]. Combining like terms yields [Math: x squared, + 8 x, + 23]. Based on the form of the given equation, [Math: a, = 1], [Math: b = 8], and [Math: c = 23]. Therefore, [Math: a, + b, + c, = 32].Alternate approach: Because [Math: a, + b, + c] is the value of [Math: a, x squared, + b x, + c] when [Math: x = 1], it is possible to first make that substitution into each polynomial before adding them. When [Math: x = 1], the first polynomial is equal to[Math: - 2 + 1, + 31, = 30] and the second polynomial is equal to [Math: 3 + 7, minus 8, = 2]. The sum of 30 and 2 is 32."
